image_path,label
images/78444.jpg,Oil
images/78446.jpg,Oil
images/78448.jpg,Oil
images/78450.jpg,Oil
images/78452.jpg,Oil
images/78454.jpg,Oil
images/78455.jpg,Tempera
images/78456.jpg,Oil
images/78458.jpg,Tempera
images/78459.jpg,Oil
images/78460.jpg,Oil
images/78465.jpg,Oil
images/78466.jpg,Oil
images/78467.jpg,Oil
images/78469.jpg,Oil
images/78470.jpg,Oil
images/78471.jpg,Oil
images/78472.jpg,Oil
images/78474.jpg,Oil
images/78475.jpg,Oil
images/78476.jpg,Oil
images/78477.jpg,Oil
images/78478.jpg,Oil
images/78479.jpg,Oil
images/78482.jpg,Mixed
images/78484.jpg,Oil
images/78485.jpg,Oil
images/78486.jpg,Oil
images/78487.jpg,Oil
images/78488.jpg,Oil
images/78491.jpg,Oil
images/78492.jpg,Encaustic
images/78497.jpg,Oil
images/78498.jpg,Oil
images/78501.jpg,Oil
images/78502.jpg,Oil
images/78503.jpg,Oil
images/78504.jpg,Oil
images/78506.jpg,Oil
images/78507.jpg,Oil
images/78508.jpg,Oil
images/78512.jpg,Oil
images/78515.jpg,Synthetic
images/78518.jpg,Oil
images/78519.jpg,Oil
images/78522.jpg,Latex
images/78524.jpg,Oil
images/78525.jpg,Synthetic
images/78526.jpg,Casein
images/78528.jpg,Casein
images/78529.jpg,Casein
images/78530.jpg,Casein
images/78531.jpg,Casein
images/78532.jpg,Casein
images/78533.jpg,Casein
images/78534.jpg,Casein
images/78535.jpg,Casein
images/78536.jpg,Casein
images/78537.jpg,Casein
images/78538.jpg,Casein
images/78539.jpg,Casein
images/78540.jpg,Casein
images/78541.jpg,Casein
images/78542.jpg,Casein
images/78543.jpg,Casein
images/78544.jpg,Casein
images/78545.jpg,Casein
images/78546.jpg,Casein
images/78547.jpg,Casein
images/78548.jpg,Casein
images/78549.jpg,Casein
images/78550.jpg,Casein
images/78551.jpg,Casein
images/78552.jpg,Casein
images/78553.jpg,Casein
images/78554.jpg,Casein
images/78555.jpg,Casein
images/78556.jpg,Casein
images/78557.jpg,Oil
images/78559.jpg,Oil
images/78560.jpg,Oil
images/78562.jpg,Oil
images/78563.jpg,Oil
images/78565.jpg,Oil
images/78568.jpg,Oil
images/78569.jpg,Oil
images/78570.jpg,Watercolor
images/78571.jpg,Oil
images/78573.jpg,Oil
images/78574.jpg,Oil
images/78575.jpg,Oil
images/78576.jpg,Oil
images/78577.jpg,Oil
images/78578.jpg,Oil
images/78579.jpg,Oil
images/78580.jpg,Oil
images/78581.jpg,Oil
images/78582.jpg,Oil
images/78583.jpg,Encaustic
images/78584.jpg,Casein
images/78585.jpg,Oil
images/78586.jpg,Oil
images/78590.jpg,Oil
images/78591.jpg,Oil
images/78594.jpg,Oil
images/78595.jpg,Synthetic
images/78596.jpg,Oil
images/78600.jpg,Synthetic
images/78605.jpg,Synthetic
images/78610.jpg,Styrofoam
images/78613.jpg,Oil
images/78616.jpg,Oil
images/78617.jpg,Dried
images/78619.jpg,Oil
images/78620.jpg,Oil
images/78621.jpg,Oil
images/78622.jpg,Oil
images/78623.jpg,Oil
images/78626.jpg,Sand
images/78627.jpg,Oil
images/78630.jpg,Oil
images/78631.jpg,Oil
images/78632.jpg,Oil
images/78633.jpg,Oil
images/78634.jpg,Oil
images/78637.jpg,Painted
images/78638.jpg,Oil
images/78641.jpg,Acrylic
images/78642.jpg,Oil
images/78643.jpg,Plastic
images/78644.jpg,Acrylic
images/78645.jpg,Oil
images/78646.jpg,Oil
images/78647.jpg,Acrylic
images/78648.jpg,Oil
images/78649.jpg,Synthetic
images/78650.jpg,Oil
images/78651.jpg,Oil
images/78652.jpg,Oil
images/78653.jpg,Oil
images/78656.jpg,Oil
images/78657.jpg,Oil
images/78658.jpg,Oil
images/78659.jpg,Oil
images/78660.jpg,Oil
images/78661.jpg,Synthetic
images/78662.jpg,Oil
images/78663.jpg,Oil
images/78664.jpg,Distemper
images/78665.jpg,Oil
images/78668.jpg,Oil
images/78670.jpg,Oil
images/78674.jpg,Acrylic
images/78676.jpg,Oil
images/78677.jpg,Oil
images/78678.jpg,Oil
images/78681.jpg,Oil
images/78682.jpg,Oil
images/78683.jpg,Oil
images/78684.jpg,Oil
images/78686.jpg,Oil
images/78687.jpg,Oil
images/78688.jpg,Lacquer
images/78689.jpg,Children's
images/78690.jpg,Oil
images/78691.jpg,Oil
images/78693.jpg,Synthetic
images/78694.jpg,Oil
images/78696.jpg,Oil
images/78697.jpg,Oil
images/78698.jpg,Oil
images/78699.jpg,Oil
images/78701.jpg,Oil
images/78703.jpg,Oil
images/78705.jpg,Synthetic
images/78707.jpg,Oil
images/78708.jpg,Mosaic
images/78709.jpg,Oil
images/78711.jpg,Synthetic
images/78712.jpg,Oil
images/78713.jpg,Oil
images/78714.jpg,Oil
images/78715.jpg,Oil
images/78716.jpg,Oil
images/78718.jpg,Oil
images/78719.jpg,Oil
images/78721.jpg,Oil
images/78722.jpg,Oil
images/78723.jpg,Oil
images/78727.jpg,Oil
images/78728.jpg,Tempera
images/78729.jpg,Oil
images/78730.jpg,Oil
images/78731.jpg,Oil
images/78733.jpg,Enamel
images/78734.jpg,Oil
images/78735.jpg,Oil
images/78736.jpg,Oil
images/78737.jpg,Oil
images/78738.jpg,Oil
images/78739.jpg,Synthetic
images/78740.jpg,Oil
images/78742.jpg,Oil
images/78743.jpg,Oil
images/78744.jpg,Oil
images/78745.jpg,Oil
images/78746.jpg,Oil
images/78747.jpg,Porcelain
images/78748.jpg,Oil
images/78749.jpg,Porcelain
images/78750.jpg,Oil
images/78751.jpg,Oil
images/78752.jpg,Oil
images/78753.jpg,Synthetic
images/78754.jpg,Synthetic
images/78756.jpg,Oil
images/78761.jpg,Oil
images/78762.jpg,Oil
images/78766.jpg,Oil
images/78768.jpg,Oil
images/78772.jpg,Oil
images/78773.jpg,Oil
images/78775.jpg,Oil
images/78776.jpg,Oil
images/78778.jpg,Enamel
images/78779.jpg,Wood
images/78780.jpg,Oil
images/78781.jpg,Oil
images/78782.jpg,Oil
images/78783.jpg,Enamel
images/78784.jpg,Oil
images/78787.jpg,Oil
images/78788.jpg,Oil
images/78790.jpg,Oil
images/78791.jpg,Acrylic
images/78792.jpg,Oil
images/78793.jpg,Oil
images/78795.jpg,Synthetic
images/78797.jpg,Encaustic
images/78799.jpg,Synthetic
images/78800.jpg,Acrylic
images/78802.jpg,Tempera
images/78803.jpg,Acrylic
images/78805.jpg,Encaustic
images/78806.jpg,Oil
images/78807.jpg,Oil
images/78808.jpg,Synthetic
images/78810.jpg,Oil
images/78811.jpg,Oil
images/78812.jpg,Oil
images/78813.jpg,Oil
images/78814.jpg,Cloth
images/78815.jpg,Synthetic
images/78816.jpg,Synthetic
images/78819.jpg,Oil
images/78820.jpg,Oil
images/78822.jpg,Oil
images/78823.jpg,Oil
images/78824.jpg,Oil
images/78825.jpg,Oil
images/78827.jpg,Oil
images/78828.jpg,Oil
images/78832.jpg,Oil
images/78833.jpg,Oil
images/78834.jpg,Oil
images/78836.jpg,Oil
images/78838.jpg,Oil
images/78839.jpg,Gouache
images/78840.jpg,Oil
images/78841.jpg,Oil
images/78843.jpg,Oil
images/78844.jpg,Oil
images/78845.jpg,Synthetic
images/78846.jpg,Synthetic
images/78847.jpg,Oil
images/78848.jpg,Oil
images/78851.jpg,Oil
images/78854.jpg,Tempera
images/78856.jpg,Oil
images/78858.jpg,Oil
images/78860.jpg,Oil
images/78862.jpg,Oil
images/78864.jpg,Oil
images/78865.jpg,Oil
images/78867.jpg,Synthetic
images/78870.jpg,Synthetic
images/78872.jpg,Oil
images/78875.jpg,Oil
images/78877.jpg,Synthetic
images/78878.jpg,Synthetic
images/78879.jpg,Oil
images/78885.jpg,Oil
images/78886.jpg,Oil
images/78889.jpg,Oil
images/78892.jpg,Walnut
images/78893.jpg,Oil
images/78894.jpg,Acrylic
images/78895.jpg,Oil
images/78896.jpg,Oil
images/78897.jpg,Oil
images/78898.jpg,Oil
images/78900.jpg,Oil
images/78901.jpg,Oil
images/78902.jpg,Oil
images/78904.jpg,Oil
images/78905.jpg,Oil
images/78908.jpg,Oil
images/78909.jpg,Oil
images/78912.jpg,Oil
images/78914.jpg,Oil
images/78915.jpg,Oil
images/78916.jpg,Oil
images/78917.jpg,Oil
images/78918.jpg,Oil
images/78919.jpg,Acrylic
images/78920.jpg,Oil
images/78921.jpg,Casein
images/78922.jpg,Oil
images/78923.jpg,Oil
images/78924.jpg,Oil
images/78926.jpg,Oil
images/78928.jpg,Oil
images/78929.jpg,Black
images/78930.jpg,Oil
images/78932.jpg,Synthetic
images/78933.jpg,Oil
images/78934.jpg,Oil
images/78935.jpg,Oil
images/78936.jpg,Oil
images/78937.jpg,Oil
images/78938.jpg,Oil
images/78939.jpg,Oil
images/78942.jpg,Dyed
images/78943.jpg,Synthetic
images/78944.jpg,Oil
images/78947.jpg,Oil
images/78948.jpg,Oil
images/78950.jpg,Oil
images/78951.jpg,Oil
images/78956.jpg,Oil
images/78957.jpg,Synthetic
images/78960.jpg,Oil
images/78961.jpg,Oil
images/78962.jpg,Oil
images/78963.jpg,Oil
images/78964.jpg,Oil
images/78965.jpg,Tempera
images/78966.jpg,Oil
images/78968.jpg,Oil
images/78969.jpg,Oil
images/78970.jpg,Oil
images/78971.jpg,Tempera
images/78972.jpg,Oil
images/78973.jpg,Oil
images/78974.jpg,Oil
images/78975.jpg,Oil
images/78976.jpg,Oil
images/78978.jpg,Oil
images/78979.jpg,Oil
images/78980.jpg,Synthetic
images/78981.jpg,Oil
images/78983.jpg,Oil
images/78984.jpg,Oil
images/78985.jpg,Oil
images/78986.jpg,Oil
images/78987.jpg,Oil
images/78988.jpg,Oil
images/78989.jpg,Oil
images/78991.jpg,Oil
images/78992.jpg,Oil
images/78996.jpg,Oil
images/78997.jpg,Ink
images/78998.jpg,Oil
images/79000.jpg,Oil
images/79001.jpg,Oil
images/79002.jpg,Oil
images/79004.jpg,Oil
images/79007.jpg,Oil
images/79008.jpg,Oil
images/79009.jpg,Oil
images/79011.jpg,Oil
images/79012.jpg,Tempera
images/79013.jpg,Oil
images/79016.jpg,Oil
images/79017.jpg,Oil
images/79018.jpg,Oil
images/79019.jpg,Oil
images/79022.jpg,Oil
images/79023.jpg,Oil
images/79028.jpg,Oil
images/79030.jpg,Oil
images/79031.jpg,Oil
images/79032.jpg,Oil
images/79034.jpg,Oil
images/79037.jpg,Oil
images/79038.jpg,Oil
images/79039.jpg,Oil
images/79040.jpg,Gesso
images/79041.jpg,Oil
images/79042.jpg,Oil
images/79044.jpg,Oil
images/79045.jpg,Oil
images/79048.jpg,Oil
images/79049.jpg,Oil
images/79050.jpg,Oil
images/79051.jpg,Oil
images/79052.jpg,Oil
images/79058.jpg,Oil
images/79059.jpg,Oil
images/79066.jpg,Oil
images/79067.jpg,Acrylic
images/79068.jpg,Oil
images/79069.jpg,Oil
images/79070.jpg,Oil
images/79071.jpg,Oil
images/79072.jpg,Synthetic
images/79073.jpg,Oil
images/79074.jpg,Oil
images/79075.jpg,Oil
images/79076.jpg,Synthetic
images/79078.jpg,Oil
images/79079.jpg,Oil
images/79080.jpg,Oil
images/79081.jpg,Oil
images/79082.jpg,Oil
images/79083.jpg,Oil
images/79085.jpg,Oil
images/79086.jpg,Oil
images/79088.jpg,Oil
images/79089.jpg,Oil
images/79090.jpg,Oil
images/79091.jpg,Oil
images/79093.jpg,Oil
images/79095.jpg,Oil
images/79098.jpg,Oil
images/79103.jpg,Oil
images/79104.jpg,Synthetic
images/79105.jpg,Oil
images/79106.jpg,Watercolor
images/79107.jpg,Oil
images/79110.jpg,Synthetic
images/79111.jpg,Oil
images/79112.jpg,Oil
images/79116.jpg,Synthetic
images/79117.jpg,Oil
images/79118.jpg,Oil
images/79119.jpg,Oil
images/79121.jpg,Oil
images/79122.jpg,Oil
images/79123.jpg,Synthetic
images/79124.jpg,Oil
images/79125.jpg,Oil
images/79126.jpg,Acrylic
images/79127.jpg,Oil
images/79128.jpg,Synthetic
images/79129.jpg,Oil
images/79130.jpg,Oil
images/79135.jpg,Synthetic
images/79136.jpg,Oil
images/79137.jpg,Synthetic
images/79141.jpg,Oil
images/79143.jpg,Synthetic
images/79144.jpg,Oil
images/79146.jpg,Lacquer
images/79149.jpg,Oil
images/79153.jpg,Oil
images/79154.jpg,Vinyl
images/79156.jpg,Strips
images/79157.jpg,Oil
images/79158.jpg,Oil
images/79160.jpg,Oil
images/79161.jpg,Oil
images/79162.jpg,Oil
images/79163.jpg,Aluminum
images/79164.jpg,Oil
images/79166.jpg,Oil
images/79167.jpg,Oil
images/79168.jpg,Synthetic
images/79170.jpg,Oil
images/79171.jpg,Acrylic
images/79172.jpg,Ink
images/79173.jpg,Oil
images/79174.jpg,Oil
images/79175.jpg,Oil
images/79176.jpg,Oil
images/79177.jpg,Oil
images/79178.jpg,Oil
images/79179.jpg,Oil
images/79180.jpg,Oil
images/79181.jpg,Oil
images/79182.jpg,Oil
images/79183.jpg,Oil
images/79184.jpg,Painted
images/79185.jpg,Oil
images/79186.jpg,Oil
images/79187.jpg,Gouache
images/79188.jpg,Oil
images/79189.jpg,Oil
images/79193.jpg,Oil
images/79194.jpg,Oil
images/79196.jpg,Oil
images/79197.jpg,Oil
images/79198.jpg,Oil
images/79199.jpg,Oil
images/79200.jpg,Oil
images/79201.jpg,Oil
images/79202.jpg,Oil
images/79203.jpg,Oil
images/79204.jpg,Oil
images/79205.jpg,Oil
images/79206.jpg,Painted
images/79208.jpg,Oil
images/79209.jpg,Acrylic
images/79210.jpg,Oil
images/79212.jpg,Synthetic
images/79214.jpg,Oil
images/79215.jpg,Oil
images/79216.jpg,Oil
images/79218.jpg,Synthetic
images/79219.jpg,Oil
images/79220.jpg,Oil
images/79221.jpg,Synthetic
images/79222.jpg,Pencil
images/79223.jpg,Silkscreen
images/79224.jpg,Oil
images/79225.jpg,Oil
images/79226.jpg,Oil
images/79227.jpg,Acrylic
images/79228.jpg,Enamel
images/79229.jpg,Oil
images/79232.jpg,Casein
images/79234.jpg,Oil
images/79235.jpg,Oil
images/79237.jpg,Oil
images/79240.jpg,Oil
images/79241.jpg,Oil
images/79242.jpg,Enamel
images/79245.jpg,Oil
images/79248.jpg,Synthetic
images/79249.jpg,Oil
images/79250.jpg,Oil
images/79251.jpg,Enamel
images/79253.jpg,Oil
images/79254.jpg,Oil
images/79255.jpg,Polyester
images/79256.jpg,Oil
images/79260.jpg,Oil
images/79262.jpg,Synthetic
images/79263.jpg,Oil
images/79265.jpg,Oil
images/79266.jpg,Oil
images/79267.jpg,Oil
images/79268.jpg,Oil
images/79269.jpg,Oil
images/79270.jpg,Oil
images/79271.jpg,Oil
images/79273.jpg,Oil
images/79275.jpg,Oil
images/79276.jpg,Oil
images/79277.jpg,Oil
images/79278.jpg,Oil
images/79281.jpg,Oil
images/79282.jpg,Tempera
images/79284.jpg,Oil
images/79285.jpg,Oil
images/79289.jpg,Oil
images/79290.jpg,Oil
images/79292.jpg,Oil
images/79293.jpg,Oil
images/79294.jpg,Oil
images/79296.jpg,Oil
images/79297.jpg,Oil
images/79298.jpg,Oil
images/79300.jpg,Oil
images/79301.jpg,Oil
images/79302.jpg,Oil
images/79303.jpg,Oil
images/79305.jpg,Oil
images/79307.jpg,Oil
images/79309.jpg,Sand
images/79310.jpg,Oil
images/79312.jpg,Oil
images/79316.jpg,Oil
images/79319.jpg,Egg
images/79320.jpg,Synthetic
images/79321.jpg,Oil
images/79322.jpg,Oil
images/79323.jpg,Oil
images/79324.jpg,Oil
images/79325.jpg,Oil
images/79326.jpg,Oil
images/79328.jpg,Oil
images/79330.jpg,Oil
images/79332.jpg,Oil
images/79333.jpg,Oil
images/79334.jpg,Gelatin
images/79335.jpg,Oil
images/79336.jpg,Synthetic
images/79337.jpg,Oil
images/79338.jpg,Painted
images/79339.jpg,Oil
images/79340.jpg,Oil
images/79341.jpg,Oil
images/79342.jpg,Oil
images/79343.jpg,Oil
images/79344.jpg,Synthetic
images/79345.jpg,Oil
images/79347.jpg,Oil
images/79349.jpg,Earth
images/79350.jpg,Oil
images/79351.jpg,Oil
images/79352.jpg,Oil
images/79353.jpg,Painted
images/79354.jpg,Oil
images/79355.jpg,Oil
images/79357.jpg,Enamel
images/79358.jpg,Oil
images/79360.jpg,Oil
images/79361.jpg,Oil
images/79362.jpg,Enamel
images/79363.jpg,Oil
images/79365.jpg,Oil
images/79366.jpg,Oil
images/79367.jpg,Oil
images/79369.jpg,Oil
images/79371.jpg,Oil
images/79372.jpg,Oil
images/79374.jpg,In
images/79375.jpg,Oil
images/79376.jpg,Oil
images/79377.jpg,Oil
images/79378.jpg,Oil
images/79379.jpg,Oil
images/79380.jpg,Tempera
images/79382.jpg,Oil
images/79383.jpg,Oil
images/79384.jpg,Oil
images/79387.jpg,Oil
images/79388.jpg,Oil
images/79389.jpg,Tempera
images/79391.jpg,Oil
images/79393.jpg,Oil
images/79400.jpg,Wood
images/79401.jpg,Fabrics
images/79402.jpg,Oil
images/79403.jpg,Synthetic
images/79405.jpg,Oil
images/79409.jpg,Oil
images/79410.jpg,Oil
images/79411.jpg,Oil
images/79413.jpg,Synthetic
images/79414.jpg,Duco
images/79415.jpg,Oil
images/79416.jpg,Synthetic
images/79418.jpg,Oil
images/79419.jpg,Oil
images/79420.jpg,Oil
images/79421.jpg,Oil
images/79422.jpg,Oil
images/79423.jpg,Oil
images/79425.jpg,Oil
images/79427.jpg,Oil
images/79429.jpg,Oil
images/79431.jpg,Oil
images/79434.jpg,Oil
images/79435.jpg,Paper
images/79436.jpg,Pencil
images/79437.jpg,Oil
images/79439.jpg,Oil
images/79440.jpg,Oil
images/79443.jpg,Oil
images/79446.jpg,Oil
images/79448.jpg,Oil
images/79449.jpg,Oil
images/79450.jpg,Oil
images/79452.jpg,Oil
images/79453.jpg,Oil
images/79455.jpg,Oil
images/79456.jpg,Oil
images/79458.jpg,Oil
images/79459.jpg,Synthetic
images/79463.jpg,Oil
images/79464.jpg,Oil
images/79466.jpg,Chalk
images/79467.jpg,Tempera
images/79468.jpg,Synthetic
images/79469.jpg,Oil
images/79471.jpg,Oil
images/79472.jpg,Oil
images/79473.jpg,Synthetic
images/79474.jpg,Oil
images/79475.jpg,Synthetic
images/79480.jpg,Collaged
images/79481.jpg,Oil
images/79482.jpg,Oil
images/79483.jpg,Oil
images/79484.jpg,Oil
images/79487.jpg,Oil
images/79489.jpg,Oil
images/79490.jpg,Enamel
images/79492.jpg,Oil
images/79493.jpg,Oil
images/79494.jpg,Oil
images/79495.jpg,Oil
images/79496.jpg,Oil
images/79499.jpg,Oil
images/79500.jpg,Oil
images/79501.jpg,Oil
images/79502.jpg,Oil
images/79503.jpg,Oil
images/79506.jpg,Oil
images/79507.jpg,Oil
images/79508.jpg,Oil
images/79510.jpg,Oil
images/79511.jpg,Oil
images/79512.jpg,Oil
images/79514.jpg,Oil
images/79515.jpg,Oil
images/79517.jpg,Oil
images/79518.jpg,Three
images/79519.jpg,Oil
images/79520.jpg,Oil
images/79522.jpg,Oil
images/79523.jpg,Oil
images/79525.jpg,Oil
images/79527.jpg,Oil
images/79528.jpg,Oil
images/79531.jpg,Gelatin
images/79532.jpg,Oil
images/79533.jpg,Oil
images/79536.jpg,Oil
images/79537.jpg,Oil
images/79538.jpg,Oil
images/79539.jpg,Oil
images/79540.jpg,Synthetic
images/79541.jpg,Oil
images/79542.jpg,Oil
images/79543.jpg,Oil
images/79544.jpg,Oil
images/79545.jpg,Oil
images/79546.jpg,Ink
images/79547.jpg,Oil
images/79548.jpg,Tempera
images/79550.jpg,Synthetic
images/79551.jpg,Oil
images/79553.jpg,Tempera
images/79554.jpg,Oil
images/79555.jpg,Oil
images/79556.jpg,Silk
images/79557.jpg,Oil
images/79558.jpg,Acrylic
images/79560.jpg,Oil
images/79561.jpg,Tempera
images/79562.jpg,Oil
images/79563.jpg,Oil
images/79564.jpg,Oil
images/79565.jpg,Oil
images/79568.jpg,Oil
images/79570.jpg,Casein
images/79572.jpg,Acrylic
images/79573.jpg,Synthetic
images/79574.jpg,Synthetic
images/79576.jpg,Synthetic
images/79577.jpg,Synthetic
images/79578.jpg,Synthetic
images/79579.jpg,Synthetic
images/79580.jpg,Synthetic
images/79581.jpg,Synthetic
images/79582.jpg,Synthetic
images/79583.jpg,Synthetic
images/79584.jpg,Synthetic
images/79586.jpg,Oil
images/79587.jpg,Oil
images/79588.jpg,Oil
images/79589.jpg,Oil
images/79590.jpg,Acrylic
images/79594.jpg,Acrylic
images/79595.jpg,Oil
images/79596.jpg,Oil
images/79597.jpg,Oil
images/79598.jpg,Bronze
images/79600.jpg,Wool
images/79601.jpg,Felt
images/79602.jpg,Aluminum
images/79603.jpg,Wool
images/79604.jpg,Poster
images/79605.jpg,Oil
images/79607.jpg,Oil
images/79608.jpg,Oil
images/79610.jpg,Oil
images/79611.jpg,Synthetic
images/79614.jpg,Gouache
images/79616.jpg,Oil
images/79618.jpg,Oil
images/79619.jpg,Oil
images/79620.jpg,Oil
images/79621.jpg,Oil
images/79623.jpg,Oil
images/79624.jpg,Oil
images/79625.jpg,Oil
images/79630.jpg,Oil
images/79633.jpg,Oil
images/79634.jpg,Oil
images/79635.jpg,Synthetic
images/79636.jpg,Oil
images/79637.jpg,Synthetic
images/79639.jpg,Oil
images/79640.jpg,Oil
images/79643.jpg,Oil
images/79644.jpg,Gouache
images/79645.jpg,Oil
images/79646.jpg,Oil
images/79647.jpg,Synthetic
images/79648.jpg,Enamel
images/79649.jpg,Oil
images/79652.jpg,Synthetic
images/79653.jpg,Enamel
images/79656.jpg,Oil
images/79657.jpg,Oil
images/79658.jpg,Stained
images/79659.jpg,Oil
images/79660.jpg,Oil
images/79662.jpg,Oil
images/79663.jpg,Oil
images/79665.jpg,Oil
images/79666.jpg,Oil
images/79667.jpg,Oil
images/79668.jpg,Oil
images/79669.jpg,Gesso
images/79670.jpg,Oil
images/79672.jpg,Oil
images/79673.jpg,Oil
images/79674.jpg,Oil
images/79675.jpg,Oil
images/79676.jpg,Oil
images/79678.jpg,Oil
images/79680.jpg,Oil
images/79681.jpg,Synthetic
images/79683.jpg,Oil
images/79684.jpg,Oil
images/79686.jpg,Oil
images/79687.jpg,Oil
images/79688.jpg,Synthetic
images/79690.jpg,Oil
images/79691.jpg,Oil
images/79693.jpg,Oil
images/79695.jpg,Oil
images/79696.jpg,Oil
images/79697.jpg,Enamel
images/79699.jpg,Synthetic
images/79700.jpg,Oil
images/79701.jpg,Painted
images/79703.jpg,Synthetic
images/79708.jpg,Oil
images/79709.jpg,Gold
images/79710.jpg,Oil
images/79711.jpg,Oil
images/79712.jpg,Oil
images/79713.jpg,Oil
images/79714.jpg,Oil
images/79715.jpg,Silkscreen
images/79717.jpg,Oil
images/79720.jpg,Oil
images/79721.jpg,Oil
images/79724.jpg,Gelatin
images/79725.jpg,Oil
images/79727.jpg,Oil
images/79730.jpg,Chipboard
images/79731.jpg,Oil
images/79732.jpg,Pastel
images/79734.jpg,Acrylic
images/79735.jpg,Enamel
images/79736.jpg,Oil
images/79737.jpg,Silkscreen
images/79738.jpg,Synthetic
images/79739.jpg,Oil
images/79740.jpg,Oil
images/79741.jpg,Oil
images/79742.jpg,Synthetic
images/79743.jpg,Oil
images/79744.jpg,Oil
images/79746.jpg,Silkscreen
images/79748.jpg,Oil
images/79749.jpg,Synthetic
images/79751.jpg,Oil
images/79752.jpg,Oil
images/79755.jpg,Oil
images/79756.jpg,Oil
images/79758.jpg,Oil
images/79759.jpg,Oil
images/79762.jpg,Oil
images/79763.jpg,Oil
images/79764.jpg,Oil
images/79765.jpg,Oil
images/79766.jpg,Oil
images/79768.jpg,Oil
images/79770.jpg,Oil
images/79771.jpg,Synthetic
images/79773.jpg,Oil
images/79775.jpg,Oil
images/79778.jpg,Oil
images/79779.jpg,Oil
images/79783.jpg,Oil
images/79784.jpg,Oil
images/79785.jpg,Oil
images/79787.jpg,Oil
images/79788.jpg,Synthetic
images/79789.jpg,Oil
images/79790.jpg,Oil
images/79791.jpg,Oil
images/79792.jpg,Oil
images/79793.jpg,Oil
images/79796.jpg,Oil
images/79797.jpg,Oil
images/79798.jpg,Oil
images/79799.jpg,Oil
images/79800.jpg,Synthetic
images/79801.jpg,Oil
images/79802.jpg,Oil
images/79806.jpg,Metallic
images/79807.jpg,Oil
images/79809.jpg,Acrylic
images/79810.jpg,Oil
images/79812.jpg,Oil
images/79813.jpg,Oil
images/79814.jpg,Tempera
images/79815.jpg,Silk
images/79816.jpg,Oil
images/79818.jpg,Oil
images/79820.jpg,Enamel
images/79821.jpg,Oil
images/79822.jpg,Oil
images/79823.jpg,Oil
images/79824.jpg,Oil
images/79825.jpg,Oil
images/79827.jpg,Oil
images/79828.jpg,Etched
images/79829.jpg,Synthetic
images/79832.jpg,Synthetic
images/79833.jpg,Oil
images/79836.jpg,Oil
images/79838.jpg,Enamel
images/79839.jpg,Oil
images/79840.jpg,Tempera
images/79842.jpg,Gold
images/79845.jpg,Oil
images/79846.jpg,Oil
images/79847.jpg,Oil
images/79848.jpg,Oil
